q4,q5,q6,q7,q8,q9,q10,q11,q12,q13,q14,q15,q16,q17,q18,q19,q20,q21,q22,q23,q24,q25,q26,q27,q28,q29,q30,career
0,3,1,0,2,0,1,0,2,2,0,0,3,2,0,0,2,0,0,1,3,0,1,2,3,2,2,Information Technology
0,3,0,1,3,1,2,0,2,0,0,3,2,2,0,0,2,2,0,1,2,2,1,2,2,0,1,Information Technology
3,0,3,3,3,2,3,3,2,2,1,1,1,2,1,3,1,1,1,1,1,0,1,1,1,3,3,Community & Social Services
3,0,1,3,3,2,3,0,1,0,1,3,1,2,1,3,1,1,2,1,2,1,3,3,2,0,3,Community & Social Services
3,1,3,3,0,1,3,0,2,2,0,2,1,2,2,3,3,1,3,1,3,1,2,3,3,1,2,Business & Finance
0,0,2,0,1,1,0,0,1,3,0,0,1,3,0,0,0,0,1,2,3,3,2,3,1,2,1,Science
2,3,1,2,3,1,2,2,1,2,3,2,0,3,2,1,2,2,1,3,3,2,2,3,3,3,1,Creative
3,3,2,1,3,1,3,0,0,1,2,0,2,2,3,3,1,1,3,3,1,2,1,2,2,1,3,Education
0,2,0,2,2,1,1,1,1,3,0,0,1,2,0,1,2,3,0,1,2,2,1,1,1,3,0,Architecture
0,2,3,0,2,0,1,0,3,2,1,2,2,0,2,0,0,0,0,1,2,3,3,1,1,0,3,Engineering
0,0,0,3,2,1,1,0,1,0,3,0,1,0,0,0,0,0,0,2,3,3,2,3,1,3,2,Science
0,3,3,1,2,1,2,0,0,0,0,2,3,1,3,0,2,0,3,2,3,3,1,1,3,1,1,Information Technology
3,3,2,1,0,2,3,3,1,0,0,2,2,3,1,1,0,3,1,2,0,3,1,2,1,3,1,Creative
3,3,0,3,2,0,1,0,3,3,0,2,1,0,2,0,3,0,0,2,3,3,0,2,3,0,2,Engineering
0,3,2,1,2,2,3,3,1,3,2,1,2,2,0,3,3,1,3,0,2,2,1,1,2,1,1,Hospitality
3,3,2,2,0,2,3,1,1,1,1,2,0,1,3,2,1,1,1,1,1,2,1,2,0,1,3,Education
1,2,0,0,1,1,0,2,0,3,2,1,1,2,3,2,1,0,1,2,1,1,2,2,3,1,0,Agriculture
3,0,1,3,3,2,0,3,2,1,0,1,2,1,1,3,0,1,1,1,1,2,3,3,3,3,3,Community & Social Services
3,1,1,3,3,2,2,3,1,1,2,0,0,3,1,1,1,1,1,1,0,3,1,3,1,2,3,Community & Social Services
0,2,0,0,2,0,1,2,2,3,1,2,1,3,1,3,0,1,0,1,3,3,1,1,3,1,2,Engineering
0,0,1,0,2,1,0,0,1,1,3,0,1,0,1,0,0,0,0,3,3,2,1,0,3,0,1,Science
2,3,1,1,1,0,1,2,1,2,0,2,3,3,1,2,2,1,2,3,2,1,2,1,0,2,2,Creative
1,3,2,3,0,0,3,0,1,3,0,3,2,2,3,2,3,0,3,3,3,3,1,3,1,3,1,Business & Finance
3,2,2,2,3,2,3,1,0,1,2,1,0,1,3,3,1,1,1,2,3,3,3,2,1,2,2,Education
1,1,2,0,1,1,0,1,0,1,1,2,0,1,1,3,0,0,1,0,3,3,3,1,1,0,3,Medical
3,2,1,0,1,2,3,1,0,3,1,2,3,1,1,2,1,1,2,3,0,1,2,2,1,3,3,Community & Social Services
3,0,2,2,3,1,3,3,1,1,0,1,1,0,3,3,0,1,1,0,2,0,0,2,0,1,3,Education
0,3,0,0,2,0,2,2,2,0,0,2,3,0,0,0,3,0,0,0,3,0,3,1,2,2,3,Information Technology
1,3,0,2,1,0,3,0,2,0,0,3,2,0,0,0,1,0,0,1,3,3,0,0,3,1,0,Information Technology
0,0,0,3,2,2,1,2,1,3,0,2,1,2,1,1,2,3,3,3,2,3,1,3,3,3,3,Architecture
2,3,2,3,2,0,0,2,2,1,0,3,2,2,1,1,2,1,0,3,3,2,2,2,0,3,3,Creative
3,1,1,0,1,1,0,2,0,1,1,2,0,2,1,3,2,1,0,0,3,3,3,3,0,3,1,Medical
0,0,2,0,2,0,0,0,1,0,0,2,0,0,0,0,0,0,0,2,3,3,3,0,1,0,2,Science
0,2,1,0,2,0,1,0,3,3,1,2,1,0,2,0,0,0,2,3,2,3,3,2,2,1,2,Engineering
0,2,0,1,2,0,2,0,3,3,1,2,1,3,2,0,0,2,0,1,3,3,2,3,2,1,3,Engineering
3,3,3,1,3,2,3,2,1,3,2,1,2,2,2,3,3,1,3,2,1,1,0,3,3,1,1,Hospitality
2,0,2,2,3,1,3,0,1,0,1,1,0,1,2,3,1,1,1,2,3,3,0,1,3,3,2,Education
0,3,3,1,1,1,0,0,1,1,3,0,1,2,3,2,3,0,2,1,3,0,2,3,2,2,3,Business & Finance
1,2,2,1,1,3,3,2,0,3,3,3,1,2,1,2,0,3,3,2,3,2,1,0,0,0,1,Agriculture
1,2,0,0,2,0,1,0,3,3,1,2,1,0,1,0,0,0,0,1,3,3,1,2,1,3,0,Engineering
3,3,2,2,3,1,2,1,1,1,1,0,1,1,3,0,1,3,1,2,2,1,2,1,3,3,3,Education
0,0,0,0,2,1,0,0,1,1,1,0,1,0,0,0,0,1,0,3,3,2,2,2,3,3,3,Science
3,2,1,3,3,2,3,3,0,0,0,1,0,1,1,3,1,3,1,0,1,1,2,1,0,0,3,Community & Social Services
0,1,0,1,2,1,0,0,3,1,1,0,1,0,0,0,0,0,0,2,3,3,1,1,1,2,3,Science
1,1,1,0,1,1,0,1,0,0,1,1,0,0,1,3,1,1,0,0,3,3,3,0,0,3,1,Medical
3,2,0,1,2,0,1,0,3,0,0,2,3,0,0,1,1,0,3,1,3,2,1,3,3,3,1,Information Technology
0,0,0,0,2,1,0,0,1,0,0,0,1,0,0,0,3,0,1,2,3,3,3,2,2,3,3,Science
3,2,2,3,3,3,2,2,1,2,2,1,1,2,1,3,1,1,1,1,0,3,3,1,0,3,3,Community & Social Services
3,3,2,3,3,1,2,1,1,1,2,2,2,2,3,3,0,1,1,2,3,2,0,2,2,2,3,Education
0,3,1,1,1,2,1,0,0,0,0,2,3,0,0,0,2,0,0,1,3,2,1,0,3,2,3,Information Technology
0,3,2,1,3,1,2,3,1,1,1,2,2,2,1,1,3,2,2,3,0,2,1,3,1,3,3,Creative
3,2,1,1,3,1,2,2,2,0,1,3,2,3,2,1,1,2,0,3,0,2,2,0,0,2,1,Creative
0,1,0,1,2,0,2,0,3,0,3,2,3,2,0,0,2,0,0,0,3,0,3,3,3,1,3,Information Technology
0,2,0,3,2,0,1,0,3,3,0,0,1,2,1,0,0,2,0,1,3,2,1,0,2,2,2,Engineering
2,3,3,1,3,2,3,0,1,3,2,1,2,3,2,3,2,1,3,0,0,2,3,3,1,3,2,Hospitality
0,3,0,2,2,1,0,2,1,3,0,3,1,2,0,2,2,2,0,2,3,1,3,0,1,3,1,Architecture
0,1,1,0,3,0,0,1,2,1,1,1,0,1,1,3,1,1,1,0,3,2,2,2,1,0,1,Medical
1,2,3,1,1,1,3,2,0,3,2,1,1,1,3,1,1,2,1,2,3,2,3,1,2,1,2,Agriculture
0,3,0,1,1,0,1,0,3,0,1,2,3,1,3,0,1,0,0,2,3,2,1,0,2,1,0,Information Technology
2,3,2,1,3,1,2,2,2,1,1,3,2,3,1,1,2,2,1,3,0,3,3,2,3,3,2,Creative
1,3,2,3,3,0,0,1,0,1,1,1,0,1,3,3,1,2,1,0,3,3,3,1,2,2,1,Medical
2,2,3,3,2,1,3,2,0,1,1,1,2,1,3,3,3,0,0,0,1,2,0,1,2,1,3,Education
0,2,0,0,2,0,1,0,3,3,1,2,1,0,1,0,0,0,0,1,3,2,0,1,1,2,1,Engineering
0,1,0,0,3,2,2,3,0,0,0,1,1,2,3,1,2,2,0,2,3,3,0,2,1,3,1,Architecture
2,3,3,1,3,1,2,3,0,2,1,2,1,3,3,3,3,2,1,3,2,2,0,2,1,3,1,Creative
3,1,1,2,2,1,3,1,1,2,1,1,1,1,2,1,1,2,1,0,2,0,2,0,3,2,3,Community & Social Services
0,2,0,2,2,1,1,0,1,2,0,2,1,2,0,0,2,2,0,2,2,2,2,2,2,3,0,Architecture
1,2,3,1,1,3,0,1,0,3,2,1,3,1,3,2,1,3,0,0,0,3,3,0,2,0,1,Agriculture
0,0,0,0,1,0,1,0,2,3,1,2,1,0,2,0,3,2,0,0,2,2,0,1,3,0,0,Engineering
0,2,0,2,2,1,1,0,0,3,0,2,1,0,0,2,2,1,0,3,3,3,3,1,3,2,0,Architecture
2,1,0,0,1,1,0,1,0,1,2,1,2,3,1,3,0,2,1,0,3,2,3,1,0,2,3,Medical
0,3,3,3,0,1,3,0,1,3,0,3,1,3,2,3,3,0,2,0,3,3,1,3,3,0,1,Business & Finance
1,1,2,0,1,0,0,2,2,3,1,0,0,1,1,3,1,2,1,0,3,3,3,1,1,3,3,Medical
0,2,3,2,2,1,1,0,1,3,1,2,1,1,1,1,2,1,0,3,3,3,2,3,2,3,1,Architecture
0,1,0,3,0,2,3,0,1,3,2,3,1,2,2,2,3,0,3,0,3,0,1,3,3,2,1,Business & Finance
1,1,1,0,2,1,3,3,1,0,2,3,2,3,1,3,0,1,1,3,1,2,2,2,2,3,3,Creative
0,3,3,3,0,1,3,1,1,3,0,3,1,2,1,2,1,0,3,0,3,1,3,2,2,2,2,Business & Finance
2,1,1,0,2,0,0,1,0,1,1,1,0,1,1,3,1,1,2,0,3,3,2,3,3,3,1,Medical
0,2,0,1,2,3,3,2,3,3,0,2,2,0,0,1,2,0,0,1,3,3,2,3,3,3,2,Information Technology
1,3,0,0,1,1,0,1,0,1,1,1,0,1,1,0,2,1,1,0,3,2,2,1,3,2,1,Medical
0,3,1,1,0,0,3,0,1,3,0,3,2,3,2,2,3,2,2,0,3,3,2,3,2,2,1,Business & Finance
1,2,3,2,1,3,3,3,0,3,2,0,0,1,0,2,1,3,0,3,0,3,3,0,2,1,3,Agriculture
1,2,1,0,1,2,1,1,2,2,0,3,0,1,0,0,1,1,0,0,3,2,3,3,3,0,2,Medical
3,3,3,0,2,2,3,3,1,3,3,1,2,1,3,3,3,1,3,0,1,2,1,1,3,3,1,Hospitality
3,3,2,1,2,2,2,2,2,2,1,2,2,3,1,1,3,0,1,3,1,2,0,2,0,3,1,Creative
1,2,3,0,1,3,3,0,0,2,2,1,1,1,3,1,3,3,2,2,3,3,3,1,0,2,3,Agriculture
2,1,1,0,1,1,3,1,0,1,3,1,0,2,1,0,1,0,1,1,3,3,3,3,3,0,3,Medical
3,3,1,1,3,0,2,1,2,3,1,2,2,3,1,1,2,2,1,3,2,1,2,2,3,3,1,Creative
1,0,0,1,2,0,1,0,1,0,3,2,3,0,0,0,1,2,0,1,3,0,1,3,3,3,2,Information Technology
1,0,1,0,1,1,0,2,1,3,0,0,1,0,0,0,0,0,0,1,3,3,2,2,1,0,1,Science
3,2,3,1,1,2,2,3,1,0,2,1,2,2,3,3,3,1,3,0,2,0,2,2,3,0,3,Hospitality
2,1,1,0,1,0,0,1,0,1,0,1,0,0,1,3,1,1,2,0,3,3,3,1,0,1,2,Medical
0,3,0,1,2,0,2,0,3,0,0,2,1,0,0,0,2,3,0,1,2,1,2,2,3,2,3,Information Technology
3,3,3,2,3,2,1,2,1,2,2,1,1,2,2,3,3,1,1,0,0,0,0,1,0,2,1,Hospitality
0,2,0,0,2,0,3,0,3,3,1,2,1,0,2,0,0,0,1,1,3,3,1,3,1,1,0,Engineering
1,2,0,2,2,1,1,0,1,3,0,0,1,2,2,1,3,2,0,3,2,3,1,1,1,2,0,Architecture
0,2,0,0,2,0,2,0,3,2,0,3,1,0,3,0,1,0,0,0,3,3,0,3,1,3,0,Engineering
2,2,2,2,3,2,3,3,1,3,2,1,2,1,1,3,3,1,3,0,0,2,1,2,3,3,1,Hospitality
3,0,1,3,3,0,3,3,1,2,1,0,0,3,1,0,0,1,0,1,0,0,2,0,2,3,3,Community & Social Services
1,1,0,3,3,2,2,3,1,1,1,1,0,1,3,3,1,2,2,1,0,1,1,0,1,3,3,Community & Social Services
1,2,3,2,1,2,3,2,0,3,2,3,1,2,0,2,1,3,1,1,3,3,1,2,0,3,0,Agriculture
3,3,1,1,2,1,3,3,1,2,2,2,0,3,1,1,2,2,1,2,2,3,0,0,3,3,2,Creative
0,3,3,2,0,1,1,3,1,3,3,3,1,3,2,0,3,0,3,1,3,1,1,3,3,0,2,Business & Finance
0,3,1,1,0,3,1,0,0,0,0,2,2,0,3,1,2,3,1,2,3,1,0,3,3,0,3,Information Technology
3,3,1,2,3,1,3,2,1,1,2,1,0,1,3,3,1,1,3,3,1,0,0,1,3,1,2,Education
2,2,1,2,3,1,2,2,3,2,1,2,3,3,1,1,2,2,0,3,2,1,3,2,2,3,3,Creative
0,3,3,3,0,0,0,0,1,0,0,3,2,0,1,3,3,0,2,0,3,2,0,3,3,3,2,Business & Finance
3,3,1,1,3,1,0,2,2,2,1,2,3,2,0,1,1,2,1,2,2,2,2,2,0,3,2,Creative
3,3,3,1,2,0,3,3,2,3,2,1,2,2,3,3,2,1,3,0,0,1,2,3,3,3,3,Hospitality
2,3,1,1,3,1,2,2,2,2,1,2,1,3,1,1,2,2,1,3,3,2,3,0,1,3,1,Creative
3,2,2,0,2,1,3,1,1,1,1,1,3,2,3,3,1,1,1,2,1,3,1,3,0,3,3,Education
3,2,2,2,3,2,3,1,2,1,2,1,3,2,3,3,1,2,0,2,2,3,2,3,2,3,3,Education
0,2,0,1,2,1,1,0,3,3,1,2,1,3,1,0,0,0,0,1,3,3,3,0,1,3,3,Engineering
3,3,2,2,3,1,3,1,1,1,1,1,0,1,2,3,1,1,1,2,2,2,3,1,3,2,2,Education
1,0,1,0,1,0,0,2,1,0,1,1,0,0,0,2,1,1,3,0,3,3,3,3,0,0,3,Medical
0,3,1,1,2,0,0,0,3,0,1,2,3,1,0,0,2,0,0,1,2,0,3,1,3,2,2,Information Technology
0,0,1,0,1,1,0,1,1,2,0,0,1,0,0,0,0,3,0,1,3,3,3,0,2,3,1,Science
3,3,3,2,2,1,3,1,2,2,1,0,0,1,3,3,2,2,0,2,3,2,2,3,2,2,3,Education
0,2,0,0,2,1,1,0,1,0,0,1,1,0,0,3,0,0,3,2,2,3,3,2,3,0,3,Science
0,2,0,0,2,0,1,0,3,3,1,2,1,0,2,0,0,1,1,0,3,2,0,1,1,0,2,Engineering
0,3,0,1,2,0,1,0,3,0,0,3,3,0,0,0,2,0,0,0,3,0,2,2,3,2,0,Information Technology
1,1,1,1,1,1,3,1,3,2,1,1,0,1,2,3,3,1,1,0,3,3,3,0,3,0,2,Medical
0,0,3,3,0,2,0,1,1,3,0,3,1,2,2,2,3,0,3,0,3,0,2,3,3,2,1,Business & Finance
1,2,3,1,1,3,3,2,0,3,2,0,1,1,0,1,1,3,1,2,2,2,3,2,0,2,2,Agriculture
3,1,3,1,3,2,3,3,3,1,2,3,2,2,3,1,3,3,3,1,2,3,0,3,2,2,1,Hospitality
0,0,0,0,2,1,1,3,1,2,3,0,3,0,0,1,0,2,1,3,3,3,3,1,3,0,1,Science
3,0,0,0,2,1,0,0,1,0,0,0,3,1,3,0,1,0,0,2,3,3,2,0,3,0,1,Science
0,2,3,0,2,0,1,3,3,3,1,0,0,1,2,0,0,0,0,2,3,3,3,3,1,1,3,Engineering
1,1,1,0,2,1,3,1,0,1,1,0,0,2,1,3,1,1,1,0,3,3,2,2,2,2,2,Medical
0,3,0,1,2,0,1,0,3,0,0,2,0,0,1,0,1,0,0,1,3,1,2,2,3,0,3,Information Technology
2,2,1,3,3,1,3,3,1,1,1,2,2,1,2,3,2,1,1,2,3,3,3,3,2,2,3,Community & Social Services
0,2,0,3,3,1,2,0,3,1,0,2,2,2,0,1,2,2,0,0,3,2,1,2,3,3,0,Architecture
0,2,0,0,2,0,1,0,3,3,1,2,1,0,2,0,0,0,2,1,2,3,1,3,2,2,1,Engineering
3,3,0,3,3,2,3,3,1,1,1,0,1,1,1,3,1,1,2,1,0,2,3,0,3,3,3,Community & Social Services
3,2,2,1,3,2,3,3,2,0,2,1,2,2,1,3,3,2,3,0,3,0,1,2,3,0,2,Hospitality
0,2,1,2,2,1,1,0,1,3,0,2,0,2,0,1,1,2,0,3,3,3,3,2,1,3,2,Architecture
3,3,2,2,3,1,3,1,1,1,1,0,3,2,0,3,1,1,3,2,1,1,3,2,3,2,2,Education
3,3,3,0,3,2,2,3,1,3,2,1,2,2,3,3,3,1,3,0,0,2,1,3,3,2,1,Hospitality
3,3,3,1,3,2,3,3,2,0,2,0,2,2,3,3,3,1,3,0,1,3,3,3,0,1,1,Hospitality
3,3,2,3,1,1,3,1,1,1,1,1,0,1,3,2,1,1,3,3,2,3,3,3,1,3,3,Education
1,3,0,1,2,0,3,0,3,1,3,1,3,0,0,0,2,1,0,1,2,2,0,2,3,2,1,Information Technology
0,2,1,0,2,0,1,2,3,3,2,2,1,0,3,0,0,1,0,1,3,3,1,1,1,0,2,Engineering
0,0,0,2,2,2,2,0,2,3,0,2,1,2,0,1,2,1,0,3,3,1,1,3,3,3,1,Architecture
0,3,2,1,3,1,1,2,2,2,1,2,2,3,1,1,2,3,2,3,3,0,0,1,3,3,2,Creative
0,3,0,2,0,1,3,1,1,3,1,3,1,2,2,1,3,0,1,3,3,3,2,3,2,1,3,Business & Finance
3,0,0,0,2,1,0,2,1,0,0,0,1,0,0,1,0,1,0,2,3,3,3,2,3,3,1,Science
0,3,3,1,1,1,1,3,3,0,1,2,3,1,1,3,3,1,0,3,3,0,2,1,3,3,3,Information Technology
3,0,3,3,3,3,2,3,2,2,1,1,1,1,1,3,1,1,1,1,2,2,2,3,1,3,3,Community & Social Services
2,3,1,1,3,1,2,2,2,2,1,3,2,3,1,1,2,3,1,3,2,3,2,0,0,3,2,Creative
0,2,3,3,1,1,3,0,1,2,0,3,3,2,2,0,3,0,3,1,2,0,1,3,3,1,2,Business & Finance
3,3,2,3,3,1,0,0,1,1,3,1,0,1,3,3,1,0,1,3,3,1,1,2,3,3,3,Education
0,2,2,0,2,0,1,0,0,3,1,2,1,2,3,0,0,0,0,0,3,3,0,1,2,1,2,Engineering
0,3,1,3,0,1,0,3,1,3,1,3,1,3,2,1,3,0,3,3,3,3,1,3,1,0,1,Business & Finance
3,1,1,3,3,0,3,3,0,2,2,1,1,0,1,3,1,1,1,1,0,0,3,3,1,1,3,Community & Social Services
3,3,3,0,3,2,3,0,1,3,1,2,0,2,2,3,3,1,3,0,1,2,1,2,3,1,1,Hospitality
3,3,1,1,2,1,3,1,2,1,1,1,0,1,3,1,1,1,1,2,2,1,0,2,2,3,3,Education
3,3,3,3,3,2,3,1,1,3,2,1,2,2,3,3,3,1,3,2,1,0,1,1,2,0,2,Hospitality
0,1,1,1,3,2,3,3,0,1,1,1,1,1,0,2,1,1,1,2,0,2,3,3,2,1,3,Community & Social Services
1,1,3,2,1,3,1,3,0,3,2,1,2,1,3,2,2,3,1,1,0,2,2,1,1,2,3,Agriculture
2,3,1,2,3,0,2,1,3,0,0,3,2,3,1,0,2,2,1,3,3,3,1,3,0,2,3,Creative
1,2,2,0,2,1,3,2,0,3,2,1,1,1,3,2,1,3,1,2,3,1,3,0,0,2,0,Agriculture
3,1,1,1,2,2,3,3,1,1,1,0,1,3,1,3,0,1,1,1,2,0,1,2,1,3,3,Community & Social Services
2,2,3,1,2,2,3,2,0,3,3,1,0,2,3,2,1,3,1,2,1,2,2,2,2,3,2,Agriculture
1,0,3,0,1,3,3,1,0,2,2,1,1,1,3,2,2,3,1,1,0,2,2,2,1,2,3,Agriculture
0,0,1,1,2,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,3,3,1,0,1,0,1,Science
0,1,0,2,3,0,0,0,3,0,0,2,3,0,0,0,2,0,0,3,3,1,3,3,3,2,2,Information Technology
0,3,2,1,2,0,0,0,2,0,1,2,3,0,1,1,2,1,2,1,3,1,3,0,3,1,0,Information Technology
3,3,1,2,3,0,2,0,0,1,0,2,0,1,3,3,1,1,1,2,1,1,1,2,3,2,3,Education
1,3,1,3,0,1,3,0,3,3,0,3,1,2,2,2,3,0,3,0,3,0,1,3,1,1,2,Business & Finance
2,2,0,1,2,0,1,2,3,2,0,2,3,3,0,0,0,1,0,2,3,2,2,2,3,0,1,Information Technology
3,2,3,1,1,3,3,3,1,2,2,1,3,1,3,2,1,3,0,3,2,2,3,3,3,0,1,Agriculture
3,1,2,2,3,1,3,1,1,1,0,1,0,1,3,3,1,1,1,2,1,1,0,3,1,1,3,Education
0,2,0,2,3,0,1,0,1,3,0,1,1,2,0,1,2,2,0,2,3,1,1,3,1,2,1,Architecture
1,1,1,3,3,3,3,1,2,1,2,1,1,1,1,3,1,3,1,1,3,1,3,2,3,1,3,Community & Social Services
0,3,0,1,2,0,1,0,3,0,3,1,3,0,0,0,2,0,2,1,3,2,1,2,3,1,1,Information Technology
0,3,0,0,2,0,2,0,1,3,0,0,1,2,0,2,2,2,0,3,3,1,2,0,3,2,3,Architecture
2,3,0,1,3,1,2,2,2,2,1,0,3,3,0,0,2,2,1,3,2,1,0,0,1,3,2,Creative
0,2,0,0,2,1,1,0,3,3,0,2,3,0,2,0,0,0,0,1,3,3,3,2,1,1,3,Engineering
3,3,2,3,3,1,3,1,3,1,1,3,2,1,3,3,0,1,1,2,1,3,1,3,1,1,3,Education
1,0,1,0,1,1,0,3,0,1,3,0,1,1,1,3,0,1,1,0,2,3,3,1,0,0,3,Medical
0,2,0,0,2,0,1,0,1,3,1,2,0,1,1,0,1,0,2,1,3,2,2,3,1,2,3,Engineering
1,3,0,3,0,1,3,0,1,3,0,3,0,2,2,0,2,0,3,1,3,0,0,3,3,0,3,Business & Finance
1,2,3,1,1,1,3,1,2,3,1,1,0,1,1,0,1,1,2,1,0,2,2,0,3,2,0,Agriculture
0,2,0,0,2,0,1,0,3,2,1,2,1,0,2,0,3,0,0,1,2,3,0,2,2,3,2,Engineering
3,2,2,3,2,2,3,3,1,1,1,1,1,1,1,0,0,2,1,1,3,3,2,1,2,2,3,Community & Social Services
0,2,3,1,2,2,3,0,1,3,0,3,0,1,2,1,2,3,0,3,3,2,0,0,3,3,0,Architecture
1,2,3,0,0,3,2,2,0,3,2,1,1,1,2,2,1,3,1,3,1,2,3,2,2,0,0,Agriculture
0,2,0,0,2,3,1,3,1,0,1,2,1,3,2,0,2,0,0,1,3,3,1,2,2,1,0,Engineering
0,0,0,0,2,1,1,1,1,0,0,1,1,0,2,0,0,0,0,2,2,2,2,1,2,3,2,Science
3,2,1,0,3,1,3,3,1,1,3,0,1,0,0,3,1,1,2,3,1,0,1,1,1,1,3,Community & Social Services
0,1,0,0,2,2,1,0,3,3,1,2,1,0,2,1,0,0,0,1,3,3,1,2,2,3,3,Engineering
0,2,3,3,2,0,1,0,3,0,2,2,1,0,2,0,1,0,0,1,3,3,3,3,3,2,0,Engineering
0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,2,3,3,1,0,2,3,2,Science
0,0,0,2,2,1,2,0,0,0,0,0,1,0,0,0,0,2,0,2,3,3,1,0,3,2,2,Science
3,0,0,0,2,2,1,3,2,0,3,0,1,0,3,3,0,0,0,1,3,3,3,3,3,0,3,Science
2,1,1,1,3,2,3,3,1,1,3,1,2,1,2,3,1,1,1,1,1,1,1,3,2,0,3,Community & Social Services
0,2,0,2,2,1,1,0,3,2,1,1,1,2,0,0,2,2,0,3,3,3,0,1,1,3,2,Architecture
0,3,3,3,0,1,3,0,1,2,0,2,3,2,2,2,3,2,3,0,3,0,1,2,3,3,1,Business & Finance
1,1,1,0,2,1,0,0,0,0,1,1,0,3,1,3,1,1,1,0,3,2,3,2,1,0,3,Medical
0,3,2,1,1,3,3,2,1,3,2,1,1,1,2,3,1,2,2,2,2,2,1,0,2,1,1,Agriculture
3,2,2,3,3,2,3,3,1,3,2,2,3,2,3,3,3,1,0,0,1,0,0,1,1,2,3,Hospitality
3,2,3,1,3,0,3,3,1,1,1,3,1,1,3,3,3,1,2,0,3,2,1,3,0,2,3,Hospitality
0,0,1,0,1,1,1,0,1,1,0,0,1,0,0,0,0,1,3,2,2,2,3,1,2,2,3,Science
0,0,0,0,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,3,2,2,1,3,2,Science
2,1,2,0,3,1,0,3,2,2,1,2,1,1,0,3,1,2,3,1,0,3,3,3,2,1,2,Community & Social Services
3,1,1,3,3,2,3,3,2,0,1,1,2,1,1,3,0,1,2,1,0,2,3,2,1,0,3,Community & Social Services
0,1,0,0,2,0,1,0,3,3,1,1,1,0,2,1,0,1,0,0,3,3,0,0,3,0,1,Engineering
0,1,0,2,1,0,2,1,1,3,0,1,1,0,0,1,3,2,0,3,3,2,0,3,1,2,0,Architecture
3,3,3,1,3,1,3,3,1,1,2,2,2,2,3,2,2,1,3,0,3,0,0,2,1,0,1,Hospitality
0,3,3,3,1,1,3,0,1,2,0,2,1,2,2,2,1,0,3,0,3,2,0,3,1,0,2,Business & Finance
0,2,0,1,2,0,1,0,3,0,0,2,3,1,0,0,1,0,0,3,3,3,0,0,3,1,2,Information Technology
0,3,1,1,3,1,0,0,2,0,2,3,3,0,0,0,2,0,2,1,3,2,3,0,3,1,3,Information Technology
1,0,0,2,2,2,0,0,1,0,0,0,1,0,0,0,0,0,0,3,3,3,1,3,1,2,3,Science
2,3,1,1,3,2,3,1,2,2,0,3,2,2,1,1,3,2,1,3,2,0,3,2,0,3,1,Creative
0,3,2,3,0,0,2,0,1,3,0,2,1,2,1,2,3,0,2,1,3,2,1,3,1,2,3,Business & Finance
1,2,0,1,2,0,1,0,3,1,0,2,0,0,0,0,2,0,0,1,2,1,2,3,3,2,3,Information Technology
3,1,1,3,3,2,3,0,1,1,1,2,2,1,0,3,3,1,1,1,1,2,1,1,0,2,3,Community & Social Services
3,3,3,1,3,1,3,3,1,3,2,1,2,2,3,3,2,0,3,0,3,3,2,3,1,0,1,Hospitality
0,1,0,0,2,0,1,0,3,3,1,1,1,2,2,0,0,0,0,1,3,3,1,2,1,0,0,Engineering
2,1,1,0,1,1,0,2,0,1,1,1,0,1,3,2,1,1,1,0,3,3,3,2,3,2,1,Medical
2,2,1,2,3,1,1,1,3,2,1,3,2,3,3,1,2,2,2,3,2,0,0,1,0,3,2,Creative
3,3,2,2,3,1,2,1,1,2,1,1,0,1,3,3,1,1,1,2,3,2,1,0,2,3,3,Education
0,2,0,1,2,0,1,0,3,3,2,2,0,0,1,1,0,0,0,2,2,3,2,0,1,0,0,Engineering
2,3,2,2,3,1,3,0,1,1,1,1,0,1,3,3,3,1,1,2,3,3,1,3,0,2,3,Education
2,3,2,3,2,0,3,1,1,0,1,0,0,1,3,3,2,0,1,2,1,0,2,3,3,3,3,Education
3,3,3,2,3,0,3,1,0,1,1,1,2,1,3,2,1,1,0,1,1,0,2,1,1,3,3,Education
1,1,0,1,3,1,2,0,1,3,2,1,1,2,0,1,1,0,0,0,3,2,1,0,1,3,2,Architecture
0,2,3,3,0,1,0,0,1,2,0,1,1,2,2,3,3,0,3,1,3,0,2,3,3,1,1,Business & Finance
1,2,2,1,2,3,3,2,3,3,2,1,1,1,3,2,1,3,1,1,2,2,1,1,3,2,3,Agriculture
0,0,0,1,2,1,0,0,1,1,0,0,1,0,0,0,0,0,0,3,3,3,2,1,1,3,1,Science
0,2,0,3,2,1,2,0,1,3,1,1,0,2,0,1,2,2,0,0,3,3,0,3,2,3,2,Architecture
2,3,3,1,3,3,3,0,1,3,2,1,2,2,3,2,1,0,3,0,1,0,3,2,0,0,2,Hospitality
0,3,0,1,2,0,1,0,3,0,0,2,3,0,0,0,3,0,0,0,3,2,2,1,3,1,0,Information Technology
1,0,1,0,1,2,0,1,0,1,1,1,0,1,1,3,1,1,1,0,3,3,3,0,2,1,1,Medical
0,2,0,1,1,1,3,1,0,3,2,1,1,1,2,3,1,2,1,1,2,3,3,3,0,1,3,Agriculture
